street,long,lat,city_id,town_id,neighborhood,postal
Rua 13,,,11,40,Estância Itapuã,75697-070
Rua 6,,,11,40,Estância Itapuã,75697-073
Rua 6A,,,11,40,Estância Itapuã,75697-074
Rua 9,,,11,40,Estância Itapuã,75697-076
Rua 9A,,,11,40,Estância Itapuã,75697-077
Rua 7,,,11,40,Estância Itapuã,75697-079
Rua 7A,,,11,40,Estância Itapuã,75697-080
Rua 3,,,11,40,Estância Itapuã,75697-082
Rua 3A,,,11,40,Estância Itapuã,75697-083
Avenida F1,,,11,40,Estância Itapuã,75697-084
Rua 4,,,11,40,Estância Itapuã,75697-085
Circular F1B,,,11,40,Estância Itapuã,75697-086
Rua 2,,,11,40,Estância Itapuã,75697-088
Circular F1A,,,11,40,Estância Itapuã,75697-089
Rua 5,,,11,40,Estância Itapuã,75697-091
Rua 5A,,,11,40,Estância Itapuã,75697-092
Avenida D,,,11,115,Residencial Serra Parque,75697-100
Avenida A,,,11,115,Residencial Serra Parque,75697-102
Rua Xingu,,,11,115,Residencial Serra Parque,75697-104
Rua Tupiniquins,,,11,115,Residencial Serra Parque,75697-106
Rua Javaés,,,11,115,Residencial Serra Parque,75697-108
Rua Canoeiros,,,11,115,Residencial Serra Parque,75697-110
Rua Xerentes,,,11,115,Residencial Serra Parque,75697-112
Rua Xavantes,,,11,115,Residencial Serra Parque,75697-114
Avenida Tamoios,,,11,115,Residencial Serra Parque,75697-116
Rua Guaranis,,,11,115,Residencial Serra Parque,75697-118
Rua Guaicurus,,,11,115,Residencial Serra Parque,75697-120
Rua Carajás,,,11,115,Residencial Serra Parque,75697-122
Rua Tapuias,,,11,115,Residencial Serra Parque,75697-124
Rua Tapajós,,,11,115,Residencial Serra Parque,75697-126
Rua Tupis,,,11,115,Residencial Serra Parque,75697-128
Rua Tupinambás,,,11,115,Residencial Serra Parque,75697-130
Rua Aymorés,,,11,115,Residencial Serra Parque,75697-132
Rua Caiapós,,,11,115,Residencial Serra Parque,75697-134
Alameda dos Ipês,,,11,43,Green Gardens,75697-140
Avenida das Bauhinias,,,11,43,Green Gardens,75697-144
Alameda das Aroeiras,,,11,43,Green Gardens,75697-148
Rua das Sucupiras,,,11,43,Green Gardens,75697-152
Travessa Imbaúba,,,11,43,Green Gardens,75697-156
Alameda dos Muricis,,,11,43,Green Gardens,75697-160
Avenida das Paineiras,,,11,43,Green Gardens,75697-164
Rua dos Jequitibás,,,11,43,Green Gardens,75697-168
Rua dos Gravatás,,,11,43,Green Gardens,75697-172
Viela Mutamba,,,11,43,Green Gardens,75697-176
Avenida das Bromélias,,,11,43,Green Gardens,75697-180
Rua dos Ingazeiros,,,11,43,Green Gardens,75697-184
Rua dos Pequis,,,11,43,Green Gardens,75697-188
Travessa Marmelo,,,11,43,Green Gardens,75697-192
Rua das Guarirobas,,,11,43,Green Gardens,75697-196
Viela Moliana,,,11,43,Green Gardens,75697-200
Viela Japecanga,,,11,43,Green Gardens,75697-204
Rua das Faveiras,,,11,43,Green Gardens,75697-208
Rua dos Carvoeiros,,,11,43,Green Gardens,75697-212
Rua dos Angicos,,,11,43,Green Gardens,75697-216
Travessa Pacari,,,11,43,Green Gardens,75697-220
Rua dos Bacuris,,,11,43,Green Gardens,75697-224
Rua das Jangadeiras,,,11,43,Green Gardens,75697-228
Alameda das Orquídeas,,,11,43,Green Gardens,75697-232
Rua das Perobas,,,11,43,Green Gardens,75697-236
Travessa Caraíbas,,,11,43,Green Gardens,75697-240
Alameda das Quaresmeiras,,,11,43,Green Gardens,75697-244
Rua dos Angelins,,,11,43,Green Gardens,75697-248
Rua dos Guatambus,,,11,43,Green Gardens,75697-252
Rua dos Jacarandás,,,11,43,Green Gardens,75697-256
Rua dos Buritis,,,11,43,Green Gardens,75697-260
Rua das Palmeiras,,,11,43,Green Gardens,75697-264
Rua das Pitangas,,,11,43,Green Gardens,75697-268
Rua dos Jatobás,,,11,43,Green Gardens,75697-272
Rua das Mangabas,,,11,43,Green Gardens,75697-276
Rua 21,,,11,104,Residencial Nova Canaã,75697-280
Avenida NC 1,,,11,104,Residencial Nova Canaã,75697-283
Rua NC 10,,,11,104,Residencial Nova Canaã,75697-286
Rua NC 11,,,11,104,Residencial Nova Canaã,75697-289
Rua NC 12,,,11,104,Residencial Nova Canaã,75697-292
Rua NC 13,,,11,104,Residencial Nova Canaã,75697-295
Rua NC 14,,,11,104,Residencial Nova Canaã,75697-298
Rua NC 15,,,11,104,Residencial Nova Canaã,75697-301
Rua NC 16,,,11,104,Residencial Nova Canaã,75697-304
Rua NC 17,,,11,104,Residencial Nova Canaã,75697-307
Rua NC 18,,,11,104,Residencial Nova Canaã,75697-310
Rua NC 19,,,11,104,Residencial Nova Canaã,75697-313
Rua NC 2,,,11,104,Residencial Nova Canaã,75697-316
Rua NC 20,,,11,104,Residencial Nova Canaã,75697-319
Rua NC 22,,,11,104,Residencial Nova Canaã,75697-322
Rua NC 3,,,11,104,Residencial Nova Canaã,75697-325
Rua NC 4,,,11,104,Residencial Nova Canaã,75697-328
Rua NC 5,,,11,104,Residencial Nova Canaã,75697-331
Rua NC 6,,,11,104,Residencial Nova Canaã,75697-334
Rua NC 7,,,11,104,Residencial Nova Canaã,75697-337
Rua NC 8,,,11,104,Residencial Nova Canaã,75697-340
Rua NC 9,,,11,104,Residencial Nova Canaã,75697-343
Avenida 1,,,11,69,Mansões Recanto da Serra,75697-350
Rua 21,,,11,69,Mansões Recanto da Serra,75697-354
Rua 11,,,11,69,Mansões Recanto da Serra,75697-358
Rua 13,,,11,69,Mansões Recanto da Serra,75697-362
Rua 15,,,11,69,Mansões Recanto da Serra,75697-366
Rua 16,,,11,69,Mansões Recanto da Serra,75697-370
Rua 17,,,11,69,Mansões Recanto da Serra,75697-374
Rua 20,,,11,69,Mansões Recanto da Serra,75697-378
Rua 7,,,11,69,Mansões Recanto da Serra,75697-382
Rua 19,,,11,69,Mansões Recanto da Serra,75697-386
Rua 18,,,11,69,Mansões Recanto da Serra,75697-390
Rua 10,,,11,69,Mansões Recanto da Serra,75697-394
Rua 14,,,11,69,Mansões Recanto da Serra,75697-398
Rua 9,,,11,69,Mansões Recanto da Serra,75697-402
Rua 8,,,11,69,Mansões Recanto da Serra,75697-406
Rua 12,,,11,69,Mansões Recanto da Serra,75697-410
Rua 5,,,11,69,Mansões Recanto da Serra,75697-414
Rua 6,,,11,69,Mansões Recanto da Serra,75697-418
Rua 4,,,11,69,Mansões Recanto da Serra,75697-422
Rua 3,,,11,69,Mansões Recanto da Serra,75697-425
Rua 2,,,11,69,Mansões Recanto da Serra,75697-430
Avenida 1,,,11,8,Chácaras Itapema,75697-440
Rua D,,,11,8,Chácaras Itapema,75697-443
Rua C,,,11,8,Chácaras Itapema,75697-446
Rua B,,,11,8,Chácaras Itapema,75697-449
Rua A,,,11,8,Chácaras Itapema,75697-452
Rua do Líder,,,11,8,Chácaras Itapema,75697-455
Rua 11,,,11,8,Chácaras Itapema,75697-458
Rua 10,,,11,8,Chácaras Itapema,75697-461
Rua 9,,,11,8,Chácaras Itapema,75697-464
Rua 8,,,11,8,Chácaras Itapema,75697-467
Rua 6,,,11,8,Chácaras Itapema,75697-470
Rua 7,,,11,8,Chácaras Itapema,75697-473
Rua 5,,,11,8,Chácaras Itapema,75697-476
Rua 4,,,11,8,Chácaras Itapema,75697-479
Rua 3,,,11,8,Chácaras Itapema,75697-482
Rua 1,,,11,8,Chácaras Itapema,75697-485
Rua 2,,,11,8,Chácaras Itapema,75697-488
Rodovia GO-213,,,11,16,Condomínio Del Fiori,75697-500
Rua das Rosas,,,11,16,Condomínio Del Fiori,75697-503
Rua das Begônias,,,11,16,Condomínio Del Fiori,75697-506
Rua das Gardênias,,,11,16,Condomínio Del Fiori,75697-509
Rua das Azaléias,,,11,16,Condomínio Del Fiori,75697-512
Rua das Helicônias,,,11,16,Condomínio Del Fiori,75697-515
Rua das Acácias,,,11,16,Condomínio Del Fiori,75697-518
Rua das Bromélias,,,11,16,Condomínio Del Fiori,75697-521
Rua das Tulipas,,,11,16,Condomínio Del Fiori,75697-524
Rua das Hortênsias,,,11,16,Condomínio Del Fiori,75697-527
Rua das Orquídeas,,,11,16,Condomínio Del Fiori,75697-530
Rodovia GO-213,,,11,23,Condomínio Residencial Florença,75697-570
Alameda das Rosas,,,11,120,Residencial Village,75697-590
Acesso P 5,,,11,120,Residencial Village,75697-593
Acesso P 1,,,11,120,Residencial Village,75697-596
Acesso P 4,,,11,120,Residencial Village,75697-599
Acesso P 3,,,11,120,Residencial Village,75697-602
Acesso P 2,,,11,120,Residencial Village,75697-605
Acesso P 6,,,11,120,Residencial Village,75697-608
Acesso O 2,,,11,120,Residencial Village,75697-611
Acesso O 1,,,11,120,Residencial Village,75697-614
Acesso O 3,,,11,120,Residencial Village,75697-617
Acesso O 4,,,11,120,Residencial Village,75697-620
Acesso O 8,,,11,120,Residencial Village,75697-623
Acesso O 9,,,11,120,Residencial Village,75697-625
Acesso O 7,,,11,120,Residencial Village,75697-626
Acesso O 6,,,11,120,Residencial Village,75697-629
Acesso O 5,,,11,120,Residencial Village,75697-632
Acesso B 2,,,11,120,Residencial Village,75697-635
Acesso B1,,,11,120,Residencial Village,75697-638
Acesso B 6,,,11,120,Residencial Village,75697-641
Acesso da Divisa,,,11,120,Residencial Village,75697-644
Acesso B 3,,,11,120,Residencial Village,75697-647
Acesso B 7,,,11,120,Residencial Village,75697-650
Acesso B 4,,,11,120,Residencial Village,75697-653
Acesso B 8,,,11,120,Residencial Village,75697-656
Acesso B 5,,,11,120,Residencial Village,75697-659
Acesso B 9,,,11,120,Residencial Village,75697-662
Acesso A 1,,,11,120,Residencial Village,75697-664
Acesso A 2,,,11,120,Residencial Village,75697-665
Acesso A 7,,,11,120,Residencial Village,75697-668
Acesso A 3,,,11,120,Residencial Village,75697-671
Acesso A 8,,,11,120,Residencial Village,75697-674
Acesso A 4,,,11,120,Residencial Village,75697-677
Acesso A 9,,,11,120,Residencial Village,75697-680
Acesso A 5,,,11,120,Residencial Village,75697-683
Acesso A 10,,,11,120,Residencial Village,75697-686
Acesso A 6,,,11,120,Residencial Village,75697-689
Acesso G 7,,,11,120,Residencial Village,75697-692
Acesso G 6,,,11,120,Residencial Village,75697-695
Acesso G 5,,,11,120,Residencial Village,75697-698
Acesso G 4,,,11,120,Residencial Village,75697-701
Acesso G 1,,,11,120,Residencial Village,75697-704
Acesso G 3,,,11,120,Residencial Village,75697-707
Acesso G 2,,,11,120,Residencial Village,75697-710
Acesso J 5,,,11,120,Residencial Village,75697-713
Acesso J 1,,,11,120,Residencial Village,75697-716
Acesso J 4,,,11,120,Residencial Village,75697-719
Acesso J 3,,,11,120,Residencial Village,75697-722
Acesso J 2,,,11,120,Residencial Village,75697-725
Avenida Central,,,11,25,Condomínio Saint Germain,75697-730
Rua 1,,,11,25,Condomínio Saint Germain,75697-733
Rua 2,,,11,25,Condomínio Saint Germain,75697-736
Rua 3,,,11,25,Condomínio Saint Germain,75697-739
Avenida A,,,11,25,Condomínio Saint Germain,75697-742
Rodovia GO-213,,,11,64,Junquerlândia,75698-780
Rua 1,,,11,64,Junquerlândia,75698-785
Rua 2,,,11,64,Junquerlândia,75698-790
Rua 3,,,11,64,Junquerlândia,75698-795
Rua 6,,,11,64,Junquerlândia,75698-800
Rua 4,,,11,64,Junquerlândia,75698-805
Rua 5,,,11,64,Junquerlândia,75698-810
Avenida das Nações,,,11,29,Das Nações,75698-820
Rua Canadá,,,11,29,Das Nações,75698-823
Travessa Paraguai,,,11,29,Das Nações,75698-826
Travessa Índia,,,11,29,Das Nações,75698-829
Rua Grã-Bretânha,,,11,29,Das Nações,75698-832
Rua Áustria,,,11,29,Das Nações,75698-835
Travessa Uruguai,,,11,29,Das Nações,75698-838
Rua Argentina,,,11,29,Das Nações,75698-841
Rua Grécia,,,11,29,Das Nações,75698-844
Rua Cuba,,,11,29,Das Nações,75698-847
Rua Espanha,,,11,29,Das Nações,75698-850
Rua Dinamarca,,,11,29,Das Nações,75698-853
Travessa Japão,,,11,29,Das Nações,75698-856
Rua Nicarágua,,,11,29,Das Nações,75698-859
Rua Venezuela,,,11,29,Das Nações,75698-862
Rua Turquia,,,11,29,Das Nações,75698-865
Rua Estados Unidos,,,11,29,Das Nações,75698-868
Rua Paquistão,,,11,29,Das Nações,75698-871
Rua Equador,,,11,29,Das Nações,75698-874
Rua França,,,11,29,Das Nações,75698-877
Rua China,,,11,29,Das Nações,75698-880
Rua Bolívia,,,11,29,Das Nações,75698-883
Rua Suiça,,,11,29,Das Nações,75698-886
Rua Portugal,,,11,29,Das Nações,75698-889
Rua Alemanha,,,11,29,Das Nações,75698-892
Área Rural,,,11,2,Área Rural de Caldas Novas,75698-899
